position select_coef p1_freq p2_freq origin_gen migr_rate mut_rate recomb_rate fitness_width output_gen rep
3747501 -0.0789892 0.113 0.963 1625 0.001 1e-06 1e-06 5 5000 0
3882502 -0.0572084 0.0135 0.231 4506 0.001 1e-06 1e-06 5 5000 0
3882502 -0.037845 0 0.0015 4986 0.001 1e-06 1e-06 5 5000 0
3987501 0.025191 0.0255 0 4691 0.001 1e-06 1e-06 5 5000 0
4070001 0.0784311 0 0.0005 5000 0.001 1e-06 1e-06 5 5000 0
4122501 0.0157388 0.741 0.3225 737 0.001 1e-06 1e-06 5 5000 0
4580001 -0.0514374 0.0875 0.917 3023 0.001 1e-06 1e-06 5 5000 0
207501 -0.0552474 0.1155 0.8915 378 0.001 1e-06 1e-06 5 2500 1
455001 -0.00881837 0.029 0.027 2198 0.001 1e-06 1e-06 5 2500 1
567502 -0.0168902 0 0.001 2394 0.001 1e-06 1e-06 5 2500 1
800001 0.0434551 0.0005 0 2499 0.001 1e-06 1e-06 5 2500 1
1362501 -0.0276879 0.0005 0 2498 0.001 1e-06 1e-06 5 2500 1
1632502 0.0259241 0.0945 0 1455 0.001 1e-06 1e-06 5 2500 1
2352502 -0.0685361 0.1505 0.9785 379 0.001 1e-06 1e-06 5 2500 1
2892501 -0.02317 0.001 0 2498 0.001 1e-06 1e-06 5 2500 1
2892502 -0.0844822 0 0.181 2295 0.001 1e-06 1e-06 5 2500 1
3020002 0.0147662 0.1345 0.004 1815 0.001 1e-06 1e-06 5 2500 1
3117502 -0.015761 0 0.006 2483 0.001 1e-06 1e-06 5 2500 1
3132501 -0.00911398 0 0.0005 2495 0.001 1e-06 1e-06 5 2500 1
3207501 0.103016 0.199 0.002 2293 0.001 1e-06 1e-06 5 2500 1
3620002 0.0344318 0.905 0.104 156 0.001 1e-06 1e-06 5 2500 1
3897502 0.045785 0.912 0.1145 810 0.001 1e-06 1e-06 5 2500 1
3987501 -0.0734168 0 0.0045 2469 0.001 1e-06 1e-06 5 2500 1
4122502 0.136848 0.977 0.0265 484 0.001 1e-06 1e-06 5 2500 1
4160001 -0.0758514 0.0045 0 2487 0.001 1e-06 1e-06 5 2500 1
27501 -0.0153659 0.111 0.3745 2850 0.001 1e-06 1e-06 5 5000 1
170002 -0.0813753 0.0695 0.8925 2633 0.001 1e-06 1e-06 5 5000 1
207501 -0.0552474 0.1835 0.9285 378 0.001 1e-06 1e-06 5 5000 1
455002 0.0216397 0.0005 0.002 4987 0.001 1e-06 1e-06 5 5000 1
747502 -0.00535685 0 0.0015 4291 0.001 1e-06 1e-06 5 5000 1
800002 0.0505123 0 0.0015 4996 0.001 1e-06 1e-06 5 5000 1
1355001 -0.0996674 0.0015 0.549 4232 0.001 1e-06 1e-06 5 5000 1
1737501 -0.0498874 0.0415 0.627 2525 0.001 1e-06 1e-06 5 5000 1
2037502 -0.0621344 0.0065 0.3385 4368 0.001 1e-06 1e-06 5 5000 1
2112501 -0.0147276 0.0015 0.261 3908 0.001 1e-06 1e-06 5 5000 1
2210001 -0.0118647 0 0.0045 4987 0.001 1e-06 1e-06 5 5000 1
2352502 -0.0685361 0.0045 0.8455 379 0.001 1e-06 1e-06 5 5000 1
2892502 -0.0844822 0.01 0.9745 2295 0.001 1e-06 1e-06 5 5000 1
2990001 0.00588319 0.0985 0.101 2556 0.001 1e-06 1e-06 5 5000 1
2990002 -0.02021 0.009 0 4987 0.001 1e-06 1e-06 5 5000 1
3020002 0.0147662 0.286 0.076 1815 0.001 1e-06 1e-06 5 5000 1
3087501 -0.0735247 0.0095 0.8285 3275 0.001 1e-06 1e-06 5 5000 1
3117501 -0.0549722 0.002 0 4992 0.001 1e-06 1e-06 5 5000 1
3207501 0.103016 0.9345 0.0795 2293 0.001 1e-06 1e-06 5 5000 1
3620002 0.0344318 0.876 0.1905 156 0.001 1e-06 1e-06 5 5000 1
3897502 0.045785 0.8665 0.1085 810 0.001 1e-06 1e-06 5 5000 1
4122502 0.136848 0.96 0.058 484 0.001 1e-06 1e-06 5 5000 1
4400002 0.0199172 0.1935 0.0065 4435 0.001 1e-06 1e-06 5 5000 1
4580001 -0.106868 0.0005 0 5000 0.001 1e-06 1e-06 5 5000 1
4662501 0.0223573 0 0.0005 5000 0.001 1e-06 1e-06 5 5000 1
