position select_coef p1_freq p2_freq origin_gen migr_rate mut_rate recomb_rate fitness_width output_gen rep
3020001 0.0263016 0.0335 0 3480 1e-05 1e-06 1e-06 5 5000 0
3117501 0.0795902 1 0 357 1e-05 1e-06 1e-06 5 5000 0
3507501 -0.055308 0.043 1 640 1e-05 1e-06 1e-06 5 5000 0
3710002 -0.0107992 0 0.0005 4972 1e-05 1e-06 1e-06 5 5000 0
3882501 -0.0268822 0 1 509 1e-05 1e-06 1e-06 5 5000 0
3897501 -0.0151701 0 1 748 1e-05 1e-06 1e-06 5 5000 0
4092501 0.0358504 0.0105 0 4962 1e-05 1e-06 1e-06 5 5000 0
4310001 0.0585845 1 0 493 1e-05 1e-06 1e-06 5 5000 0
4482502 0.0546631 1 0 1635 1e-05 1e-06 1e-06 5 5000 0
4617501 0.033027 0.7995 0 3274 1e-05 1e-06 1e-06 5 5000 0
4617502 -0.0275447 0 1 838 1e-05 1e-06 1e-06 5 5000 0
4977502 -0.114366 0 0.8795 4439 1e-05 1e-06 1e-06 5 5000 0
20002 0.0617881 0.804 0 1754 1e-05 1e-06 1e-06 5 2500 1
1355002 0.00359291 0 0.0505 1569 1e-05 1e-06 1e-06 5 2500 1
1362502 0.0348084 0 0.0015 2494 1e-05 1e-06 1e-06 5 2500 1
1467501 0.0836165 0.0095 0 2491 1e-05 1e-06 1e-06 5 2500 1
1737501 0.060775 0.332 0 2070 1e-05 1e-06 1e-06 5 2500 1
2015002 -0.101358 0 1 77 1e-05 1e-06 1e-06 5 2500 1
2210002 -0.126169 0 1 104 1e-05 1e-06 1e-06 5 2500 1
2262501 0.0230269 0.0125 0 2394 1e-05 1e-06 1e-06 5 2500 1
2330001 -0.0324594 0 0.811 532 1e-05 1e-06 1e-06 5 2500 1
2412501 0.118454 0.0135 0 2454 1e-05 1e-06 1e-06 5 2500 1
2720002 -0.0511735 0 0.0965 1968 1e-05 1e-06 1e-06 5 2500 1
4617501 -0.0754561 0 1 216 1e-05 1e-06 1e-06 5 2500 1
20002 0.0617881 1 0 1754 1e-05 1e-06 1e-06 5 5000 1
455002 -0.054315 0 0.149 4607 1e-05 1e-06 1e-06 5 5000 1
1310001 -0.0268729 0.0095 0 4541 1e-05 1e-06 1e-06 5 5000 1
1362502 0.0227025 0.3225 0 3959 1e-05 1e-06 1e-06 5 5000 1
1737501 0.060775 1 0 2070 1e-05 1e-06 1e-06 5 5000 1
2015002 -0.101358 0 1 77 1e-05 1e-06 1e-06 5 5000 1
2030001 -0.0893754 0 0.0195 4752 1e-05 1e-06 1e-06 5 5000 1
2210001 0.0880459 1 0 3669 1e-05 1e-06 1e-06 5 5000 1
2210002 -0.126169 0 1 104 1e-05 1e-06 1e-06 5 5000 1
2300002 -0.0514437 0 0.928 3470 1e-05 1e-06 1e-06 5 5000 1
2330001 -0.0324594 0 0.702 532 1e-05 1e-06 1e-06 5 5000 1
2412501 0.118454 1 0 2454 1e-05 1e-06 1e-06 5 5000 1
2720002 -0.0511735 0 1 1968 1e-05 1e-06 1e-06 5 5000 1
2990002 0.0273857 0 0.019 4867 1e-05 1e-06 1e-06 5 5000 1
3020002 0.06236 0.0025 0 4956 1e-05 1e-06 1e-06 5 5000 1
3087502 0.00184255 0 0.002 4775 1e-05 1e-06 1e-06 5 5000 1
3132501 0.0316549 0 0.0335 4309 1e-05 1e-06 1e-06 5 5000 1
3830001 0.050792 1 0 2560 1e-05 1e-06 1e-06 5 5000 1
4070001 -0.0446419 0 0.001 4968 1e-05 1e-06 1e-06 5 5000 1
4400002 -0.0124038 0.019 0 4870 1e-05 1e-06 1e-06 5 5000 1
4617501 -0.0754561 0 1 216 1e-05 1e-06 1e-06 5 5000 1
4895002 0.0347039 0.004 0 4966 1e-05 1e-06 1e-06 5 5000 1
